,cd-num,haiku,writer,kigo,season
32,32,美服して牡丹に媚びる心あり,正岡子規,牡丹,夏
33,33,しんとして牡丹崩るる夜中哉,正岡子規,牡丹,夏
34,34,行く秋の鐘つき料を取りに来る,正岡子規,行く秋,秋
35,35,,,,
36,36,蟷螂や二つ向きあふ石の上,正岡子規,蟷螂,秋
37,37,梨むくや甘き雫の刃を垂るる,正岡子規,梨,秋
38,38,しぐるるや蒟蒻冷えて臍の上,正岡子規,時雨,冬
39,39,小夜時雨上野を虚子の来つつあらん,正岡子規,小夜時雨,冬
40,40,雪降るよ障子の穴を見てあれば,正岡子規,雪,冬
41,41,いくたびも雪の深さを尋ねけり,正岡子規,雪,冬
42,42,四時に烏五時に雀夏の夜は明けぬ,正岡子規,夏の夜,夏
43,43,つり鐘の蔕（へた）のところが渋かりき,正岡子規,柿,秋
44,44,三千の俳句を閲（けみ）し柿二つ,正岡子規,柿,秋
45,45,ある僧の月を待たずに帰りけり,正岡子規,月,秋
46,46,この頃の蕣（あさがほ）藍に定まりぬ,正岡子規,朝顔,秋（夏）
47,47,押分けて行けは行かるる萩の原,正岡子規,萩,秋
48,48,鶏頭の黒きにそそぐ時雨かな,正岡子規,時雨,冬
49,49,春雨や傘さして見る絵草子屋,正岡子規,春雨,春
50,50,雪残る頂き一つ国境,正岡子規,残雪,春
51,51,林檎くふて牡丹の前に死なん哉,正岡子規,林檎,秋
52,52,春風や阿波へ渡りの旅役者,正岡子規,春風,春
53,53,菜の花や小学校の昼餉時,正岡子規,菜の花,春
54,54,のどかさやつついて見たる蟹の穴,正岡子規,長閑,春
55,55,藤の花長うして雨ふらんとす,正岡子規,藤の花,春
56,56,薔薇の香の紛々（ふんぷん）として眠られず,正岡子規,薔薇,夏
57,57,鶏頭の十四五本もありぬべし,正岡子規,鶏頭,秋
58,58,行く春ややぶれかぶれの迎酒,正岡子規,行く春,春
59,59,五月雨や上野の山も見あきたり,正岡子規,五月雨,夏
60,60,鶏頭ノマダイトケナキ野分カナ,正岡子規,野分,秋
61,61,イモウトノ帰リ遅サヨ五日月,正岡子規,月,秋
62,62,首あげて折々見るや庭の萩,正岡子規,萩,秋
63,63,活きた目をつつきに来るか蠅の声,正岡子規,蠅,夏
64,64,糸瓜咲て痰のつまりし仏かな,正岡子規,糸瓜,秋
65,65,痰一斗糸瓜の水も間に合はず,正岡子規,糸瓜,秋
66,66,をととひのへちまの水も取らざりき,正岡子規,糸瓜,秋
67,67,雀子や走りなれたる鬼瓦,内藤鳴雪,雀の子,春
68,68,夏山の大木倒す谺かな,内藤鳴雪,夏山,夏
69,69,我が声の吹き戻さるる野分かな,内藤鳴雪,野分,秋
70,70,初冬の竹緑なり詩仙堂,内藤鳴雪,初冬,冬
71,71,蛍狩われを小川に落しけり,夏目漱石,蛍,夏
72,72,鳴くならば満月になけほととぎす,夏目漱石,時鳥,夏
73,73,罌粟の花さやうに散るは慮外なり,夏目漱石,罌粟の花,夏
74,74,何となく寒いと我は思ふのみ,夏目漱石,寒し,冬
75,75,あんかう（鮟鱇）や孕み女の釣るし斬り,夏目漱石,鮟鱇,冬
76,76,東西南北より吹雪かな,夏目漱石,吹雪,冬
77,77,親展の状燃え上る火鉢哉,夏目漱石,火鉢,冬
78,78,叩かれて昼の蚊を吐く木魚哉,夏目漱石,蚊,夏
79,79,降る雪よ今宵ばかりは積れかし　（逢恋）,夏目漱石,雪,冬
80,80,忘れしか知らぬ顔して畠打つ　（絶恋）,夏目漱石,畠打,春
81,81,行春を琴掻き鳴らし掻き乱す　（恨恋）,夏目漱石,行く春,春
82,82,うかうかと我門過る月夜かな,夏目漱石,月夜,秋
83,83,永き日や欠伸うつして別れ行く,夏目漱石,永き日,春
84,84,枯野原汽車に化けたる狸あり,夏目漱石,枯野,冬
85,85,凩や海に夕日を吹き落す,夏目漱石,凩,冬
86,86,人に死し鶴に生れて冴え返る,夏目漱石,冴え返る,春
87,87,寒山か拾得か蚊に螫（さ）されしは,夏目漱石,蚊,夏
88,88,ふるひ寄せて白魚崩れんばかりなり,夏目漱石,白魚,春
89,89,落ちさまに（あぶ）を伏せたる椿哉,夏目漱石,椿,春
90,90,木瓜咲くや漱石拙（せつ）を守るべく,夏目漱石,木瓜,春
91,91,菫程な小さき人に生れたし,夏目漱石,薫,春
92,92,仏性は白き桔梗にこそあらめ,夏目漱石,桔梗,秋
93,93,月に行く漱石妻を忘れたり,夏目漱石,月,秋
94,94,某（それがし）は案山子にて候雀どの,夏目漱石,案山子,秋
95,95,ぶつぶつと大いなる田螺の不平かな,夏目漱石,田螺,春
96,96,行く年や猫うづくまる膝の上,夏目漱石,行く年,冬
97,97,草山に馬放ちけり秋の空,夏目漱石,秋の空,秋
98,98,秋の川真白な石を拾ひけり,夏目漱石,秋の川,秋
99,99,剥製の鵙鳴かなくに昼淋し,夏目漱石,鵙,秋
0,100,或夜雛娶りけり白い酒,夏目漱石,雛,春
1,101,霧黄なる市（まち）に動くや影法師,夏目漱石,霧,秋
2,102,無人島の天子とならば涼しかろ,夏目漱石,涼し,夏
3,103,能もなき教師とならんあら涼し,夏目漱石,涼し,夏
4,104,物いはぬ人と生れて打つ畠か,夏目漱石,畑打,春
5,105,春の水岩を抱いて流れけり,夏目漱石,春の水,春
6,106,わが影の吹かれて長き枯野かな,夏目漱石,枯野,冬
7,107,別るるや夢一筋の天の川,夏目漱石,天の川,秋
8,108,秋の江に打ち込む杭の響かな,夏目漱石,秋の江,秋
9,109,秋風や唐紅の咽喉仏（のどぼとけ）,夏目漱石,秋風,秋
10,110,秋風やひびの入りたる胃の袋,夏目漱石,秋風,秋
11,111,立秋の紺落ち付くや伊予絣,夏目漱石,立秋,秋（夏）
12,112,洪水のあとに色なき茄子かな　（病後対鏡）,夏目漱石,茄子,秋
13,113,生きて仰ぐ空の高さよ赤蜻蛉,夏目漱石,赤蜻蛉,秋
14,114,肩に来て人懐かしや赤蜻蛉,夏目漱石,赤蜻蛉,秋
15,115,,,,
16,116,病んで夢む天の川より出水かな,夏目漱石,天の川,秋
17,117,腸（はらわた）に春滴るや粥の味,夏目漱石,春,春
18,118,秋風や屠（ほふ）られに行く牛の尻,夏目漱石,秋風,秋
19,119,春の夜や妻に教はる荻江節,夏目漱石,春の夜,春
20,120,蝶の舌ゼンマイに似る暑さかな,芥川龍之介,蝶,春
21,121,木がらしや東京の日のありどころ,芥川龍之介,木枯,冬
22,122,癆咳（らうがい）の顔美しや冬帽子,芥川龍之介,冬帽子,冬
23,123,木がらしや目刺にのこる海の色,芥川龍之介,木枯,冬
24,124,初秋の蝗つかめば柔らかき,芥川龍之介,初秋,秋
25,125,水洟や鼻の先だけ暮れ残る,芥川龍之介,水洟,冬
26,126,元日や手を洗ひをる夕ごころ,芥川龍之介,元日,新年
27,127,あかつきや蛼なきやむ屋根のうら,芥川龍之介,竃馬,秋
28,128,しぐるるや堀江の茶屋に客ひとり,芥川龍之介,時雨,冬
29,129,春雨の中や雪おく甲斐の山,芥川龍之介,春雨,春
30,130,兎も片耳垂るる大暑かな,芥川龍之介,大暑,夏
31,131,青蛙おのれもペンキぬりたてか,芥川龍之介,雨蛙,夏
32,132,胸中の凩咳となりにけり,芥川龍之介,凩,冬
33,133,帰らなんいざ草の庵は春の風　（学校（教師）をやめる）,芥川龍之介,春の風,春
34,134,拾得は焚き寒山は掃く落葉,芥川龍之介,落葉,冬
35,135,暁や北斗を浸す春の潮,松瀬青々,春の潮,春
36,136,ふらここや少し汗出る戀衣,松瀬青々,鞦韆,春（通季）
37,137,夕立は貧しき町を洗ひ去る,松瀬青々,夕立,夏
38,138,貝寄風や愚な貝もよせてくる,松瀬青々,貝寄風,春
39,139,蟻穴を出て地歩くや東大寺,松瀬青々,蟻,夏
40,140,短夜の浮藻うごかす小蝦かな,松瀬青々,短夜,夏
41,141,女房のふところ恋ひし春の暮,松瀬青々,春の暮,春
42,142,桃の花を満面に見る女かな,松瀬青々,桃の花,春
43,143,鞦韆（ふらここ）にこぼれて見ゆる胸乳かな,松瀬青々,鞦韆,春（通季）
44,144,日盛りに蝶のふれ合ふ音すなり,松瀬青々,日盛,夏
45,145,この国に恋の茂兵衛やほととぎす,松瀬青々,時鳥,夏
46,146,春雨の衣桁に重し恋衣,高浜虚子,春雨,春
47,147,,,,
48,148,怒濤岩を噛む我を神かと朧の夜,高浜虚子,朧の夜,春
49,149,海に入りて生れかはらう朧月,高浜虚子,朧月,春
50,150,大根の花紫野大徳寺,高浜虚子,大根の花,春
51,151,先生が瓜盗人でおはせしか,高浜虚子,瓜,夏
52,152,盗んだる案山子の笠に雨急なり,高浜虚子,案山子,秋
53,153,蛇穴を出て見れば周の天下なり,高浜虚子,蛇穴を出ず,春
54,154,穴を出る蛇を見て居（お）る鴉かな,高浜虚子,蛇穴を出ず,春
55,155,柴漬（ふしづけ）に見るもかなしき小魚かな,高浜虚子,紫漬,冬
56,156,亀鳴くや皆愚かなる村のもの,高浜虚子,亀鳴く,春
57,157,蓑虫よ父よと鳴きて母もなし,高浜虚子,蓑虫,秋
58,158,遠山に日の当りたる枯野かな,高浜虚子,枯野,冬
59,159,秋風や眼中のもの皆俳句,高浜虚子,秋風,秋
60,160,ほろほろと泣き合ふ尼や山葵漬,高浜虚子,山葵漬,春
61,161,大海のうしほはあれど旱かな,高浜虚子,早,夏
62,162,むづかしき禅門出れば葛の花,高浜虚子,葛の花,秋
63,163,秋風にふえてはへるや法師蟬,高浜虚子,法師蟬,秋
64,164,鎌とげば藜（あかざ）悲しむけしきかな,高浜虚子,藜,夏
65,165,行水の女にほれる烏かな,高浜虚子,行水,夏
66,166,村の名も法隆寺なり麦を蒔く,高浜虚子,麦蒔,冬
67,167,芳草や黒き烏も濃紫,高浜虚子,芳草,春
68,168,桐一葉日当りながら落ちにけり,高浜虚子,桐一葉,秋
69,169,秋扇や寂しき顔の賢夫人,高浜虚子,秋扇,秋
70,170,秋空を二つに断てり椎大樹,高浜虚子,秋風,秋
71,171,金亀子（こがねむし）擲（なげう）つ闇の深さかな,高浜虚子,金亀子,夏
72,172,新涼の驚き貌に来りけり,高浜虚子,新涼,秋
73,173,凡（およ）そ天下に去来程の小さき墓に参りけり,高浜虚子,墓参,秋
74,174,霜降れば霜を楯とす法（のり）の城,高浜虚子,霜,冬
75,175,死神を蹴る力無き蒲団かな,高浜虚子,蒲団,冬
76,176,春風や闘志いだきて丘に立つ,高浜虚子,春風,春
77,177,大寺を包みてわめく木の芽かな,高浜虚子,木の芽,春
78,178,一つ根に離れ浮く葉や春の水,高浜虚子,春の水,春
79,179,古庭を魔になかへしそ蟇,高浜虚子,蟇,夏
80,180,年を以て巨人としたり歩み去る,高浜虚子,年去る,冬
81,181,,,,
82,182,我心或時軽し罌粟の花,高浜虚子,罌粟,夏
83,183,コレラ怖ぢて奇麗に住める女かな,高浜虚子,コレラ,夏
84,184,一人の強者唯（ただ）出よ秋の風,高浜虚子,秋の風,秋
85,185,葡萄の種吐き出して事を決しけり,高浜虚子,葡萄,秋
86,186,これよりは恋や事業や水温む,高浜虚子,水温む,春
87,187,,,,
88,188,大空に又わき出でし小鳥かな,高浜虚子,小鳥,秋
89,189,木曽川の今こそ光れ渡り鳥,高浜虚子,渡り鳥,秋
90,190,闇汁の杓子を逃げしものや何,高浜虚子,闇汁,冬
91,191,蛇逃げて我を見し眼の草に残る,高浜虚子,蛇,夏
92,192,天の川のもとに天智天皇と虚子と,高浜虚子,天の川,秋
93,193,雨の中に立春大吉の光あり,高浜虚子,立春大吉,春（冬）
94,194,鞦韆に抱き乗せて沓に接吻す,高浜虚子,ぶらんこ,春（通季）
95,195,野を焼いて帰れば燈火母やさし,高浜虚子,野焼,春
96,196,能すみし面の衰へ暮の秋,高浜虚子,暮の秋,秋
97,197,秋天の下に野菊の花弁欠く,高浜虚子,秋の空,秋
98,198,我を指す人の扇をにくみけり,高浜虚子,扇,夏
99,199,冬帝（とうてい）先ず日をなげかけて駒ケ岳,高浜虚子,冬帝,冬
0,200,どかと解く夏帯に句を書けとこそ,高浜虚子,夏帯,夏
1,201,天日のうつりて暗し蝌蚪の水,高浜虚子,蝌蚪,春
2,202,晩涼に池の萍（うきくさ）皆動く,高浜虚子,晩涼,秋
3,203,月浴びて玉崩れをる噴井かな,高浜虚子,噴井,夏
4,204,北風や石を敷きたるロシア町,高浜虚子,北風,冬
5,205,春寒のよりそひ行けば人目ある,高浜虚子,春寒,春
6,206,白（はく）牡丹といふといへども紅（こう）ほのか,高浜虚子,牡丹,夏
7,207,鴬や洞然として昼霞,高浜虚子,鶯,春
8,208,底の石ほと動き湧く清水かな,高浜虚子,清水,夏
9,209,大空に伸び傾ける冬木かな,高浜虚子,冬木,冬
10,210,ものの芽のあらはれ出でし大事かな,高浜虚子,ものの芽,春
11,211,なつかしきあやめの水の行方かな,高浜虚子,菖蒲,夏
12,212,わだつみに物の命のくらげかな,高浜虚子,海月,夏
13,213,やり羽子や油のやうな京言葉,高浜虚子,羽子板,新年
14,214,東山静に羽子の舞ひ落ちぬ,高浜虚子,羽子板,新年
15,215,おもひ川渡れば叉も花の雨,高浜虚子,花の雨,春
16,216,新涼や仏にともし奉る,高浜虚子,新涼,秋
17,217,ふるさとの月の港をよぎるのみ,高浜虚子,月,秋
18,218,はなやぎて月の面にかかる雲,高浜虚子,月,秋
19,219,われが来し南の国のザボンかな,高浜虚子,朱戀,冬
20,220,流れ行く大根の葉の早さかな,高浜虚子,大根,冬
21,221,此村を出でばやと思ふ畦を焼く,高浜虚子,畦焼,春
22,222,眼つむれば若き我あり春の宵,高浜虚子,春の宵,春
23,223,旧城市柳絮とぶことしきりなり,高浜虚子,柳絮,春
24,224,夕立や森を出で来る馬車一つ,高浜虚子,夕立,夏
25,225,石ころも露けきものの一つかな,高浜虚子,露,秋
26,226,栞して山家集あり西行忌,高浜虚子,西行忌,春
27,227,春潮といへば必ず門司を思ふ,高浜虚子,春潮,春
28,228,炎天の空美しや高野山,高浜虚子,炎天,夏
29,229,闇なれば衣まとふ間の裸かな,高浜虚子,裸,夏
30,230,もの言ひて露けき夜と覚えたり,高浜虚子,露,秋
31,231,大試験山の如くに控へたり,高浜虚子,大試験,春
32,232,紅梅の紅の通へる幹ならん,高浜虚子,紅梅,春
33,233,火の山の裾に夏帽振る別れ,高浜虚子,夏帽子,夏
34,234,,,,
35,235,われの星燃えてをるなり星月夜,高浜虚子,星月夜,秋
36,236,酒うすしせめては燗を熱うせよ,高浜虚子,熱燗,冬
37,237,鷹の目の佇む人に向はざる,高浜虚子,鷹,冬
38,238,聾青畝ひとり離れて花下に笑む,高浜虚子,花,春
39,239,春の浜大いなる輪が画いてある,高浜虚子,春の浜,春
40,240,自から其頃となる釣忍,高浜虚子,釣忍,夏
41,241,くはれもす八雲旧居の秋の蚊に,高浜虚子,秋の蚊,秋
42,242,襟巻の狐の顔は別にあり,高浜虚子,襟巻,冬
43,243,鴨の嘴（はし）よりたらたらと春の泥,高浜虚子,春泥,春
44,244,神にませばまこと美はし那智の滝,高浜虚子,滝,夏
45,245,囀や絶えず二三羽こぼれ飛び,高浜虚子,囀,春
46,246,浴衣着て少女の乳房高からず,高浜虚子,浴衣,夏
47,247,バス来るや虹の立ちたる湖畔村,高浜虚子,虹,夏
48,248,顔抱いて犬が寝てをり菊の宿,高浜虚子,菊,秋
49,249,白雲と冬木と終にかかはらず,高浜虚子,冬木,冬
50,250,玉虫の光残して飛びにけり,高浜虚子,玉虫,夏
51,251,大いなるものが過ぎ行く野分かな,高浜虚子,野分,秋
52,252,川を見るバナナの皮は手より落ち,高浜虚子,バナナ,夏
53,253,神慮今鳩をたたしむ初詣,高浜虚子,初詣,新年
54,254,一を知つて二を知らぬなり卒業す,高浜虚子,卒業,春
55,255,道のべに阿波の遍路の墓あはれ,高浜虚子,遍路,春
56,256,かわかわと大きくゆるく寒鴉,高浜虚子,寒鴉,冬
57,257,大空に羽子の白妙とどまれり,高浜虚子,羽子,新年
58,258,餅も好き酒もすきなりけさの春,高浜虚子,今朝の春,新年
59,259,大紅蓮大白蓮の夜明かな,高浜虚子,蓮の花,夏
60,260,短夜の星が飛ぶなり顔の上,高浜虚子,短夜,夏
61,261,蝶々のもの食ふ音の静かさよ,高浜虚子,蝶,春
62,262,行春や畳んで古き恋衣,高浜虚子,行春,春
63,263,絵ぶみして生き残りたる女かな,高浜虚子,踏絵,春
64,264,宮柱太しく立ちて神無月,高浜虚子,神無月,秋（冬）
65,265,兄弟の心異る寒さかな,高浜虚子,寒さ,冬
66,266,山深く狂女に逢へり葛の花,高浜虚子,葛の花,秋
67,267,放屁虫俗論党を憎みけり,高浜虚子,放屁虫,秋
68,268,地球凍てぬ月光之を照しけり,高浜虚子,凍つ,冬
69,269,初空や大悪人虚子の頭上に,高浜虚子,初空,新年
70,270,其中に金鈴をふる虫一つ,高浜虚子,虫,秋
71,271,波音の由比ケ浜より初電車,高浜虚子,初電車,新年
72,272,早春の庭をめぐりて門を出でず,高浜虚子,早春,春
73,273,この庭の遅日の石のいつまでも,高浜虚子,遅日,春
74,274,箱庭の人に古りゆく月日かな,高浜虚子,箱庭,夏
75,275,咲き満ちてこぼるる花もなかりけり,高浜虚子,花,春
76,276,狐火の出てゐる宿の女かな,高浜虚子,狐火,冬
77,277,春燈の下に我あり汝あり,高浜虚子,春燈,春
78,278,宇治川をわたりおほせし胡蝶かな,高浜虚子,胡蝶,春
79,279,大濤にをどり現れ初日の出,高浜虚子,初日の出,新年
80,280,鴨の中の一つの鴨を見てゐたり,高浜虚子,鴨,冬
81,281,命かけて芋虫憎む女かな,高浜虚子,芋虫,秋
82,282,飛んで来る物恐ろしき野分かな,高浜虚子,野分,秋
83,283,翡翠の紅一点につづまりぬ,高浜虚子,翡翠,夏（通季）
84,284,歌留多とる皆美しく負けまじく,高浜虚子,歌留多,新年
85,285,たとふれば独楽のはじける如くなり,高浜虚子,独楽,新年
86,286,稲妻をふみて跣足の女かな,高浜虚子,稲妻,秋
87,287,老人と子供と多し秋祭,高浜虚子,秋祭,秋
88,288,行年や歴史の中に今我あり,高浜虚子,行年,冬
89,289,焚火かなし消えんとすれば育てられ,高浜虚子,焚火,冬
90,290,旗のごとなびく冬日をふと見たり,高浜虚子,冬日,冬
91,291,己が羽の抜けしを啣（くわ）へ羽抜鶏,高浜虚子,羽抜鶏,夏
92,292,秋風や心の中の幾山河,高浜虚子,秋風,秋
93,293,もの置けばそこに生れぬ秋の蔭,高浜虚子,秋,秋
94,294,龍の玉深く蔵すといふことを,高浜虚子,龍の玉,冬
95,295,春水をたたけばいたく窪むなり,高浜虚子,春水,春
96,296,運命は笑ひ待ちをり卒業す,高浜虚子,卒業,春
97,297,初蝶を夢の如くに見失ふ,高浜虚子,初蝶,春
98,298,虫螻蛄と侮られつつ生を享（う）く,高浜虚子,虫,秋
99,299,鳰（にお）がゐて鳰の海とは昔より,高浜虚子,鳰,冬
0,300,秋風やとある女の或る運命,高浜虚子,秋風,秋
1,301,手鞠唄かなしきことをうつくしく,高浜虚子,手鞠唄,新年
2,302,大寒の埃の如く人死ぬる,高浜虚子,大寒,冬
3,303,松過ぎの又も光陰矢の如く,高浜虚子,松過ぎ,新年
4,304,秋風や心激して口吃る,高浜虚子,秋風,秋
5,305,よろよろと棹がのぼりて柿挟む,高浜虚子,柿,秋
6,306,北風に人細り行き曲り消え,高浜虚子,北風,冬
7,307,大根を水くしやくしやにして洗ふ,高浜虚子,大根,冬
8,308,向日葵が好きで狂ひて死にし画家,高浜虚子,向日葵,夏
9,309,悲しさはいつも酒気ある夜学の師,高浜虚子,夜学,秋
10,310,寒鯉の一擲したる力かな,高浜虚子,寒鯉,冬
11,311,白酒の紐の如くにつがれけり,高浜虚子,白酒,春
12,312,土塊を一つ動かし物芽出づ,高浜虚子,物の芽,春
13,313,,,,
14,314,虹消えて忽ち君の無き如し,高浜虚子,虹,夏
15,315,山国の蝶を荒しと思はずや,高浜虚子,蝶,春
16,316,日のくれと子供が言ひて秋の暮,高浜虚子,秋の暮,秋
17,317,句を玉と暖めてをる炬燵かな,高浜虚子,炬燵,冬
18,318,世の中を遊びごころや氷柱折る,高浜虚子,氷柱,冬
19,319,初蝶来何色と問ふ黄と答ふ,高浜虚子,物蝶,春
20,320,我生の今日の昼寝も一大事,高浜虚子,昼寝,夏
21,321,いつ死ぬる金魚と知らず美しき,高浜虚子,金魚,夏
22,322,秋灯や夫婦互に無き如く,高浜虚子,秋灯,秋
23,323,茎右往左往菓子器のさくらんぼ,高浜虚子,桜桃,夏
24,324,爛々と昼の星見え菌（きのこ）生え,高浜虚子,茸,秋
25,325,海女とても陸（くが）こそよけれ桃の花,高浜虚子,桃の花,春
26,326,秋天にわれがぐんぐんぐんぐんと,高浜虚子,秋の空,秋
27,327,大紅葉燃え上がらんとしつつあり,高浜虚子,紅葉,秋
28,328,やはらかき餅の如くに冬日かな,高浜虚子,冬日,冬
29,329,虚子一人銀河と共に西へ行く,高浜虚子,銀河,秋
30,330,大空にうかめる如き玉椿,高浜虚子,玉椿,春
31,331,彼一語我一語秋深みかも,高浜虚子,秋,秋
32,332,去年今年貫く棒の如きもの,高浜虚子,去年今年,新年
33,333,熱燗に泣きをる上戸ほつておけ,高浜虚子,熱燗,冬
34,334,ゆらぎ見ゆ百の椿が三百に,高浜虚子,椿,春
35,335,何事も知らずと答へ老の春,高浜虚子,春,春
36,336,すぐ来いといふ子規の夢明易き,高浜虚子,短夜,夏
37,337,人生の台風圏に今入りし,高浜虚子,台風,秋
38,338,コスモスの花あそびをる虚空かな,高浜虚子,コスモス,秋
39,339,一切を抛擲し去り大昼寝,高浜虚子,昼寝,夏
40,340,我を見て舌を出したる大蜥蜴,高浜虚子,蜥蜴,夏
41,341,大空の青艶（えん）にして流れ星,高浜虚子,流れ星,秋
42,342,蜘蛛に生れ網をかけねばならぬかな,高浜虚子,蜘蛛,夏
43,343,不精にて年賀を略す他意あらず,高浜虚子,年賀,新年
44,344,我れが行く天地万象凍てし中,高浜虚子,凍つ,冬
45,345,風生と死の話して涼しさよ,高浜虚子,涼し,夏
46,346,灯をともす指の間の春の闇,高浜虚子,春の闇,春
47,347,春の山屍をうめてむなしかり,高浜虚子,春の山,春
48,348,独り句の推敲をして遅き日を,高浜虚子,遅日,春
49,349,子規逝くや十七日の月明に,高浜虚子,子規忌,秋
50,350,箒木に影といふものありにけり,高浜虚子,箒木,夏
51,351,春浅き水を渉るや鷺一つ,河東碧梧桐,春浅し,春
52,352,桃咲くや湖水のへりの十箇村,河東碧梧桐,桃の花,春
53,353,春寒し水田の上の根なし雲,河東碧梧桐,春寒,春
54,354,ひたひたと春の潮打つ鳥居かな,河東碧梧桐,春の潮,春（通季）
55,355,ちさい子の走りてあがる凧,河東碧梧桐,凧,春
56,356,旅にして昼餉の酒や桃の花,河東碧梧桐,桃の花,春
57,357,赤い椿白い椿と落ちにけり,河東碧梧桐,椿,春
58,358,空（くう）をはさむ蟹死にをるや雲の峰,河東碧梧桐,雪の峰,夏
59,359,鳥渡り明日はと望む山夏野,河東碧梧桐,夏野,夏
60,360,馬方の喧嘩も果てて蚊遣かな,河東碧梧桐,蚊遣,夏
61,361,天領の境にさくや桐の花,河東碧梧桐,桐の花,夏
62,362,ひやひやと積木が上に海見ゆる,河東碧梧桐,ひやひやと,秋
63,363,川上の水静かなる花野かな,河東碧梧桐,花野,秋
64,364,露深し胸毛の濡るる朝の鹿,河東碧梧桐,露,秋
65,365,鳥渡る博物館の林かな,河東碧梧桐,鳥渡る,秋
66,366,から松は淋しき木なり赤蜻蛉,河東碧梧桐,赤蜻蛉,秋
67,367,螽（いなご）飛ぶ草に蟷螂じつとして,河東碧梧桐,螽,秋
68,368,この道の富士になりゆく芒かな,河東碧梧桐,芒,秋
69,369,豊かなる年の落穂を祝ひけり,河東碧梧桐,落穂,秋
70,370,流れたる花屋の水の氷りけり,河東碧梧桐,氷,冬
71,371,不忍や水鳥の夢夜の三味,河東碧梧桐,水鳥,冬
72,372,思はずもヒヨコ生れぬ冬薔薇,河東碧梧桐,冬薔薇,冬
73,373,初日さす朱雀道りの静さよ,河東碧梧桐,初日,新年
74,374,曳かれる牛が辻でずつと見廻した秋空だ,河東碧梧桐,秋空,秋
75,375,,,,
76,376,元日や日のあたりをる浅間山,臼田亞浪,元日,新年
77,377,鵯のそれきり鳴かず雪の暮,臼田亞浪,雪,冬
78,378,氷曳く音こきこきと杉間かな,臼田亞浪,氷,冬
79,379,木曽路ゆく我も旅人散る木の葉,臼田亞浪,木の葉,冬
80,380,今日も暮るる吹雪の底の大日輪,臼田亞浪,吹雪,冬
81,381,郭公や何処までゆかば人に逢はむ,臼田亞浪,郭公,夏
82,382,コスモスへゆきかまつかへゆき憩ふ,臼田亞浪,コスモス,秋
83,383,元日やふどしたたんで枕上ﾐ,村上鬼城,元日,新年
84,384,春寒やぶつかり歩く盲犬,村上鬼城,春寒,春
85,385,世を恋ふて人を恐るる余寒かな,村上鬼城,余寒,春
86,386,春の夜や灯を囲み居る盲者達,村上鬼城,春の夜,春
87,387,榛名山大霞して真昼かな,村上鬼城,霞,春
88,388,残雪やごうごうと吹く松の風,村上鬼城,残雪,春
89,389,治聾酒の酔ふほどもなくさめにけり,村上鬼城,治聾酒,春
90,390,生きかはり死にかはりして打つ田かな,村上鬼城,田打,春
91,391,闘鶏の眼つぶれて飼はれけり,村上鬼城,闘鶏,春
92,392,己が影を慕うて這へる地虫かな,村上鬼城,地虫出づ,春
93,393,川底に蝌蚪の大国ありにけり,村上鬼城,蝌蚪,春
94,394,ゆさゆさと大枝ゆるる桜かな,村上鬼城,桜,春
