kigo,n,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
夏,159,-0.0847964733839035,0.02778746746480465,0.16605527698993683,-0.10154534876346588,0.21017199754714966,-0.11011815071105957,0.0033964638132601976,-0.03316023200750351,0.10251636058092117,0.02101099118590355,-0.09639288485050201,-0.1642201542854309,0.19209428131580353,0.02855878695845604,0.07962323725223541,-0.03266415372490883,0.14403264224529266,-0.09451508522033691,-0.09193503856658936,0.05256589874625206,0.313281387090683,0.1343279778957367,0.06290147453546524,0.02427099458873272,-0.057087142020463943,0.28115314245224,-0.04332276061177254,0.0947231650352478,0.21383769810199738,-0.007971096783876419,-0.030291182920336723,-0.11369291692972183,0.012733031995594501,-0.11201540380716324,-0.006866252049803734,-0.15884628891944885,0.09539487957954407,-0.3646807074546814,-0.21335703134536743,-0.12708410620689392,-0.1930564045906067,-0.011079037562012672,-0.015030493028461933,0.1140209287405014,-0.16357629001140594,-0.1652607023715973,-0.09279713779687881,0.025121472775936127,0.19696004688739777,-0.30905354022979736
秋風,153,0.047603487968444824,-0.03519999980926514,-0.21195368468761444,0.10817518085241318,-0.11476633697748184,0.10846268385648727,0.07281816750764847,0.08240357786417007,-0.011708072386682034,0.3335367441177368,0.14221668243408203,0.06845290958881378,0.04900777339935303,-0.37967798113822937,-0.09833978861570358,0.08430653810501099,0.030211372300982475,0.0460253544151783,-0.12122265249490738,0.0543631874024868,0.186672642827034,-0.08552540838718414,0.1282079815864563,-0.020041493698954582,-0.008238897658884525,-0.06150670349597931,0.08102039992809296,-0.00965887401252985,0.20035482943058014,0.34607991576194763,-0.09017026424407959,0.16835297644138336,0.1579281985759735,0.05901733413338661,-0.132339745759964,0.0016482677310705185,0.10706688463687897,-0.04663188382983208,-0.1297350972890854,-0.2340974062681198,0.16553261876106262,-0.12786057591438293,-0.01799227111041546,0.0561908595263958,0.17120461165905,-0.15217061340808868,-0.11622073501348495,-0.031413789838552475,0.19466620683670044,-0.18257810175418854
紅葉,151,0.07675639539957047,0.06731894612312317,0.0413825660943985,0.022661659866571426,0.06196150928735733,0.10126923769712448,-0.15078583359718323,0.09841176867485046,-0.02439158968627453,-0.0836682990193367,-0.046633508056402206,0.07681496441364288,0.1720515340566635,0.025815244764089584,-0.16851359605789185,0.09822739660739899,0.07525987923145294,-0.17712262272834778,-0.18122312426567078,0.04900142177939415,-0.01203757245093584,0.060191214084625244,0.13451609015464783,0.11634406447410583,0.05519011989235878,0.12364491075277328,-0.04755496233701706,0.30512940883636475,-0.11485486477613449,0.18810103833675385,-0.11418607831001282,0.19492767751216888,0.04123130068182945,-0.02776583842933178,-0.18109719455242157,0.0940275713801384,0.1238863617181778,-0.16969628632068634,-0.11928411573171616,-0.018142787739634514,-0.15220431983470917,-0.2327142208814621,-0.07820622622966766,0.17228908836841583,-0.16688178479671478,-0.08658576011657715,-0.11010025441646576,0.12322375923395157,0.3077162802219391,-0.40322399139404297
霧,148,0.1275721788406372,0.1773495227098465,-0.05390569195151329,-0.007540099322795868,-0.04154215008020401,0.011575884185731411,0.030490990728139877,0.22614572942256927,0.01729501225054264,-0.05059081315994263,-0.04360157996416092,-0.055020663887262344,-0.10343904048204422,-0.0928557813167572,0.18620996177196503,0.07290197163820267,-0.04034360125660896,-0.0809570848941803,-0.27283233404159546,0.0074798245914280415,0.3191736936569214,0.10314251482486725,0.07555028051137924,0.019128572195768356,0.09271971881389618,-0.0848051980137825,-0.10106531530618668,0.03330780938267708,0.06978553533554077,0.16173385083675385,-0.05621476098895073,0.1538861244916916,0.08481927961111069,0.06003698706626892,-0.051322005689144135,0.1934971809387207,-0.12168125063180923,-0.2271614670753479,-0.1006409153342247,-0.11159669607877731,0.14410483837127686,-0.2057817429304123,-0.08727461099624634,0.23776379227638245,0.0837235301733017,-0.17011216282844543,-0.16620132327079773,0.15807150304317474,0.3756950795650482,-0.21262788772583008
曼珠沙華,140,-0.20689482986927032,-0.21777409315109253,-0.01187198981642723,-0.15403352677822113,-0.08381983637809753,-0.018859239295125008,-0.16064776480197906,0.1847476363182068,-0.13211371004581451,0.07278198003768921,0.11273569613695145,0.2544524669647217,0.2405618131160736,-0.08637813478708267,-0.2317485213279724,0.09679656475782394,0.18160182237625122,-0.11082009226083755,-0.040357593446969986,0.0601930133998394,0.13412120938301086,-0.05310472100973129,0.05015483871102333,-0.153191477060318,-0.09213078022003174,0.09297070652246475,-0.33651018142700195,0.08277103304862976,0.19154642522335052,0.11433332413434982,-0.08929823338985443,0.04753246158361435,0.08615950495004654,0.04371102899312973,-0.13480044901371002,-0.02211572602391243,0.021583812311291695,-0.0776488184928894,-0.04821712523698807,-0.16796118021011353,-0.10568176954984665,0.2761610448360443,-0.11358749866485596,0.0486302524805069,0.021423999220132828,0.10604099184274673,-0.16846852004528046,0.14293527603149414,0.22986429929733276,-0.11985540390014648
枯野,135,-0.09854733943939209,0.03921004757285118,0.08379974961280823,-0.04487932100892067,-0.19142423570156097,0.1311756670475006,0.03394508361816406,0.2037029266357422,-0.10152272880077362,0.02117418870329857,0.001862004166468978,-0.06791809946298599,0.1177055612206459,0.0253476370126009,-0.022674215957522392,0.17616771161556244,0.14012397825717926,-0.21969452500343323,-0.14327749609947205,-0.007167137693613768,0.141435906291008,-0.18977750837802887,0.00872723013162613,0.05979412421584129,-0.1706715226173401,-0.09080477058887482,-0.22800640761852264,0.09665720909833908,0.1748313456773758,0.3924084007740021,-0.09087424725294113,0.13439910113811493,0.08615101128816605,-0.23486940562725067,-0.042786210775375366,0.05752059444785118,0.06344957649707794,0.09798550605773926,-0.0020648238714784384,-0.14751295745372772,-0.06248469278216362,-0.13510289788246155,-0.20448218286037445,-0.0026587601751089096,0.11853227019309998,-0.036257632076740265,-0.20271192491054535,0.0045525976456701756,0.2707403898239136,-0.2592322528362274
落花,134,-0.17945978045463562,-0.028914954513311386,0.03136473521590233,-0.021632101386785507,-0.24430198967456818,0.13447819650173187,0.044229086488485336,0.0700962170958519,0.030821222811937332,0.027131324633955956,0.04691464081406593,0.16886843740940094,0.09119151532649994,-0.04000410437583923,-0.06356628239154816,0.23859085142612457,0.14330168068408966,-0.09149476140737534,-0.0496281199157238,0.028165165334939957,0.2611355781555176,-0.06777159869670868,-0.1856199949979782,-0.04475381597876549,-0.0742109939455986,-0.045284703373909,-0.318604439496994,0.07708608359098434,0.029622836038470268,0.33297502994537354,-0.07121992111206055,0.22357125580310822,0.16055993735790253,0.012463304214179516,-0.18625666201114655,0.12281660735607147,0.09175636619329453,-0.12969493865966797,0.04577595368027687,-0.33015602827072144,-0.02527286298573017,-0.1330094039440155,5.950084305368364e-4,-2.873777411878109e-4,0.05351899564266205,-0.036564916372299194,-0.19188113510608673,0.0788646936416626,0.16780084371566772,-0.22042304277420044
蛍,129,0.15352576971054077,-0.12059717625379562,-0.01625676639378071,-0.06771354377269745,0.05664507672190666,0.09204082936048508,0.0061942036263644695,0.22970329225063324,-0.058189354836940765,0.08309927582740784,0.020923970267176628,-0.06282063573598862,0.08604002743959427,0.07351241260766983,-0.15668705105781555,0.13489440083503723,0.114299476146698,-0.05058557167649269,-0.14899128675460815,0.1822780966758728,0.24611210823059082,-0.04354449734091759,0.2201308310031891,0.15505672991275787,-0.17176537215709686,-0.03395463526248932,-0.17624948918819427,0.21810267865657806,0.18438920378684998,0.1592094749212265,-0.05096118897199631,0.2302369326353073,-0.036218587309122086,3.8837656029500067e-4,-0.168482705950737,0.03602808713912964,-0.011737743392586708,-0.04494187608361244,-0.006262883543968201,-0.13913801312446594,-0.045572679489851,-0.1493687480688095,-0.08360917866230011,0.21105125546455383,-0.044788166880607605,-0.19564303755760193,-0.1214568093419075,0.1423642337322235,0.3500797152519226,-0.2563926577568054
椿,127,0.01779056526720524,-0.02891198731958866,0.022495953366160393,-0.027589794248342514,-0.15681374073028564,0.06738893687725067,-0.07807498425245285,0.21363289654254913,-0.030237069353461266,0.15374819934368134,0.041445061564445496,-0.030167696997523308,0.08204714953899384,-0.021560680121183395,-0.15706264972686768,0.08633606135845184,0.1304503083229065,-0.08212752640247345,0.003953740932047367,0.18452034890651703,0.06462880969047546,-0.020045246928930283,0.09743471443653107,0.25685587525367737,-0.1850777417421341,-0.22969205677509308,-0.14068734645843506,0.20503352582454681,0.2090199887752533,0.33610525727272034,-0.029039688408374786,0.32228294014930725,-0.031697213649749756,-0.04911040514707565,-0.2023972123861313,0.1832597702741623,0.01174211036413908,-0.08625834435224533,-0.016396932303905487,-0.05316360667347908,-0.014127267524600029,-0.13096553087234497,-0.1825731247663498,0.005449705757200718,-0.02058846317231655,0.0016205905703827739,-0.1604130119085312,0.10078200697898865,0.29128602147102356,-0.2039981186389923
落葉,126,0.08586385101079941,0.05465597286820412,0.044574059545993805,0.18937227129936218,-0.07006429880857468,0.1492326259613037,-0.03211455047130585,0.24124526977539062,0.12085035443305969,-0.026971841230988503,0.06186523288488388,0.038789764046669006,0.10401837527751923,-0.008744416758418083,-0.13307085633277893,-0.05292076617479324,0.14938364923000336,-0.18745993077754974,-0.2513858675956726,0.1365787535905838,0.14340874552726746,0.150943785905838,-0.11371330171823502,0.04675990715622902,0.05565313994884491,-0.057887397706508636,-0.28327900171279907,0.40658852458000183,-0.04865863546729088,0.2003839761018753,0.05208117887377739,0.1663457751274109,0.05525840073823929,0.2123275101184845,-0.1274539679288864,-0.0196674894541502,-0.1050213873386383,-0.16788645088672638,-0.23396936058998108,-0.09016982465982437,-0.20910392701625824,-9.043627651408315e-4,-0.11639262735843658,0.01170712523162365,-0.06670738756656647,-0.01662680320441723,-0.1593117117881775,-0.009734932333230972,0.15931813418865204,-0.10381217300891876
芒,125,-0.024762742221355438,0.11882229894399643,-0.14421813189983368,0.08813916146755219,-0.17733930051326752,-0.022811125963926315,-0.12490355223417282,0.35831978917121887,0.032539140433073044,0.13395176827907562,0.09487921744585037,-0.03260285034775734,-0.031902387738227844,-0.10160193592309952,4.6846235636621714e-4,-0.028728770092129707,0.3720681667327881,-0.17546585202217102,-0.2771235704421997,0.15737490355968475,0.18186847865581512,0.030920153483748436,-0.10575023293495178,0.037264373153448105,-0.03449813276529312,-0.22461766004562378,-0.03103325515985489,0.07880332320928574,0.17773106694221497,0.26414254307746887,-0.024973342195153236,0.11827509850263596,0.0301942378282547,0.2161705046892166,-0.14243485033512115,0.22894051671028137,-0.017477216199040413,-0.17763745784759521,-0.09220746904611588,-0.017327850684523582,-0.004023947287350893,0.004690998233854771,-0.11409828811883926,0.04092148691415787,-0.12334488332271576,0.10596879571676254,-0.16704145073890686,-0.063367560505867,0.11254101246595383,-0.023666176944971085
蛇,118,-0.08123191446065903,0.08635509759187698,0.011445428244769573,0.09299726039171219,-0.11666668951511383,-0.0045068031176924706,-0.12997318804264069,0.26804986596107483,0.03134085237979889,0.07958880066871643,0.07022397965192795,-0.017857953906059265,-0.02067771926522255,0.051975149661302567,-0.10660085827112198,0.12339586019515991,0.3585706651210785,0.04694702476263046,-0.20068110525608063,0.13234645128250122,0.29831036925315857,0.1897265613079071,-0.1811886727809906,0.147432342171669,-0.07725351303815842,-0.19581210613250732,-0.18804292380809784,0.08580230176448822,0.05415894463658333,0.14000365138053894,-0.060528311878442764,0.1146097406744957,-0.03145364299416542,0.11555489152669907,-0.17768795788288116,0.25696852803230286,-0.09692902117967606,0.1026916354894638,0.171027272939682,-0.015612534247338772,0.030799608677625656,-0.18726833164691925,0.07335077971220016,0.22044582664966583,0.08396732062101364,-0.12160135060548782,-0.21022164821624756,0.008037219755351543,0.1124454066157341,-0.08890573680400848
菜の花,117,-0.05209122970700264,0.045948002487421036,0.015989765524864197,-0.041688889265060425,0.07950291782617569,0.23100392520427704,-0.19475004076957703,0.11876135319471359,0.17149432003498077,0.04574921354651451,-0.028461167588829994,0.1315460354089737,0.1255301684141159,0.1968391090631485,-0.18173135817050934,0.22631365060806274,0.11936325579881668,-0.11850801110267639,-0.15740855038166046,0.16300655901432037,-0.021992195397615433,0.029093429446220398,0.08951890468597412,0.059295911341905594,-0.06270039826631546,0.02840113267302513,-0.10974616557359695,0.31031477451324463,-0.004474663641303778,0.21293506026268005,-0.019910762086510658,0.2671942710876465,0.134739950299263,-0.06876152008771896,-0.07165619730949402,-0.05335252732038498,0.0018526897765696049,-0.04762464016675949,-0.03160152584314346,-0.07524096220731735,-0.14439162611961365,-0.11789823323488235,-0.0716114193201065,0.10267295688390732,-0.12463685870170593,0.029499387368559837,-0.22191283106803894,0.09435667842626572,0.34929728507995605,-0.28913119435310364
天の川,117,-0.015117524191737175,0.13609258830547333,-0.11489032208919525,0.04833347722887993,-0.1472814381122589,-0.00812605395913124,-0.22280563414096832,0.31249845027923584,0.11979994177818298,-0.2310054451227188,-0.09614228457212448,0.09682250767946243,-0.0028153343591839075,0.02405448444187641,-0.09991375356912613,0.0073364186100661755,-0.007018696516752243,-0.0424504391849041,-0.2783565819263458,0.11287166178226471,0.2702930271625519,-0.11329933255910873,-0.005399556830525398,-0.07519570738077164,0.0028162957169115543,-0.13134193420410156,-0.02608313038945198,0.01719733327627182,0.13476219773292542,0.11873017996549606,-0.08336784690618515,0.22907458245754242,0.11537990719079971,-0.061855290085077286,-0.03415556624531746,0.36459410190582275,-0.18341197073459625,-0.16433735191822052,0.18095047771930695,-0.07299952954053879,0.07883517444133759,-0.03812597692012787,-0.08270915597677231,0.11825896054506302,0.057478103786706924,-0.0908324122428894,-0.09103768318891525,-0.023660577833652496,0.3063049018383026,-0.11601768434047699
時雨,111,0.03374677523970604,-0.046953994780778885,-0.2635907828807831,0.16713234782218933,0.036464959383010864,0.03445064648985863,0.026792990043759346,0.03895210847258568,0.008505328558385372,0.36713820695877075,0.17910437285900116,-0.06227102503180504,0.021038925275206566,-0.2409781962633133,0.11061795800924301,0.02400011569261551,-0.04601844772696495,0.016625160351395607,-0.1309853345155716,0.07974515855312347,0.14807403087615967,-0.07899142801761627,0.139724463224411,0.06105098873376846,-0.04627913981676102,0.008918984793126583,-0.019378332421183586,0.012912683188915253,0.02743275836110115,0.30643996596336365,-0.09554910659790039,0.09340348839759827,0.20061570405960083,0.14757637679576874,-0.11230408400297165,0.011387446895241737,0.1180998831987381,0.04546051844954491,-0.11776816844940186,-0.3089633285999298,0.26284047961235046,-0.1875734180212021,-0.16334380209445953,0.15889276564121246,0.06837563216686249,-0.2082066535949707,-0.05889521911740303,-0.04566479101777077,0.16417329013347626,-0.1513514667749405
春の雪,110,-0.06975727528333664,-0.0392608605325222,-0.08166356384754181,-0.12684468924999237,-0.21848587691783905,0.20809057354927063,-0.0048483554273843765,0.12247924506664276,-0.16223908960819244,0.08085505664348602,0.09668708592653275,0.1448591649532318,0.3083841800689697,-0.15511202812194824,-0.058492936193943024,0.16747209429740906,0.1822512298822403,-0.09522891044616699,-0.0057337041944265366,0.0633816123008728,0.28481683135032654,-0.18167492747306824,0.019543420523405075,0.035693392157554626,0.08974722772836685,0.06287271529436111,-0.28931498527526855,0.17095977067947388,0.13116267323493958,0.07296480983495712,-0.12804099917411804,0.12338309735059738,-0.07209198921918869,0.012526912614703178,-0.11056317389011383,-0.021932370960712433,0.10231379419565201,-0.1076013445854187,-0.02571290358901024,-0.22364233434200287,0.23360894620418549,0.17936532199382782,-0.11387880891561508,-0.06900683045387268,0.11376563459634781,0.035222288221120834,-0.11268482357263565,0.13067324459552765,0.26204341650009155,-0.04324021562933922
八月,108,-0.055367376655340195,-0.0052836015820503235,-0.007842784747481346,-0.10971981287002563,-0.17545866966247559,-0.036567818373441696,0.09788758307695389,0.10229567438364029,-0.069599151611328125,0.07066575437784195,-0.11973166465759277,-0.09981751441955566,0.14113345742225647,-0.2686384320259094,-0.04603588208556175,0.2568705081939697,0.1165112778544426,-0.020188063383102417,-0.1245608702301979,0.03811590373516083,0.2009928971529007,-0.10569240897893906,0.03751833364367485,0.024013424292206764,-0.24920357763767242,0.18303363025188446,-0.20747417211532593,0.03463876247406006,0.21495099365711212,0.3447117507457733,-0.04042605683207512,0.09609551727771759,0.056342560797929764,0.02221558429300785,-0.0888483002781868,0.24150203168392181,0.18199150264263153,-0.12082524597644806,-0.14480344951152802,-0.19256918132305145,-0.1823490560054779,-0.017288828268647194,-0.21944528818130493,-0.04644405096769333,-0.010069487616419792,-0.04024126008152962,-0.16860322654247284,-0.03568972647190094,0.20413409173488617,-0.07382454723119736
白鳥,105,0.060162317007780075,-0.0487370565533638,-0.03944243863224983,-0.010355514474213123,-0.0668572410941124,0.02481638640165329,-0.15245822072029114,0.12844987213611603,0.053655531257390976,0.19484417140483856,-0.058227311819791794,0.0061532286927104,0.14843444526195526,-0.0666588768362999,-0.16716745495796204,0.0599486343562603,0.08220718055963516,0.18855732679367065,-0.04221859201788902,0.11181395500898361,0.1465705931186676,0.14999084174633026,0.03926420584321022,0.3343752920627594,-0.16740509867668152,-0.18612530827522278,-0.010332528501749039,-0.010700478218495846,0.17995554208755493,0.2817820906639099,-0.152798131108284,0.27992764115333557,0.08646039664745331,-0.025110026821494102,-0.06577499955892563,0.1859203577041626,0.01873220130801201,0.016893792897462845,0.11271044611930847,-0.08568834513425827,0.09854431450366974,-0.22271965444087982,-0.021735988557338715,0.12529374659061432,0.03229992836713791,-0.10776245594024658,-0.12688033282756805,0.20850205421447754,0.17662090063095093,-0.3291380703449249
